rec-orstd.orstd-key.orstd-ordine;rec-orstd.orstd-key.orstd-tempo.orstd-data;rec-orstd.orstd-key.orstd-tempo.orstd-ora;rec-orstd.orstd-key.orstd-fornitore;rec-orstd.orstd-key.orstd-tipo-ordine;rec-orstd.orstd-key.orstd-tipo-riga;rec-orstd.orstd-key.orstd-codice-minsan;rec-orstd.orstd-dati.orstd-descrizione;rec-orstd.orstd-dati.orstd-qta;rec-orstd.orstd-dati.orstd-qta-cons;rec-orstd.orstd-dati.orstd-costo
 ;20190219;184812;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20190225;190243;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20190226;082657;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00050;00050;0000001059
 ;20190226;120507;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20190226;160105;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00030;00030;0000001059
 ;20190306;175727;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20190307;083437;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00050;00050;0000001059
 ;20190312;154315;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00060;00060;0000001059
 ;20190314;160120;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00050;00050;0000001059
 ;20190315;173256;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00200;00200;0000001059
 ;20190604;155416;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00030;00030;0000001059
 ;20190710;183157;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20190711;081242;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00069;00069;0000001059
 ;20190925;181600;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20190926;081555;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00040;00040;0000001059
 ;20191017;121031;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00100;00100;0000001059
 ;20191022;153906;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00040;00040;0000001059
 ;20191120;085706;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00020;00020;0000001059
 ;20191128;115623;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20191128;153342;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00020;00020;0000001059
 ;20191202;180551;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00050;00050;0000001059
 ;20191203;155045;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20191203;155209;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00035;00035;0000001059
 ;20191213;160749;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00050;00050;0000001059
 ;20191231;161712;R            ;  ;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20191231;161847;R            ;  ;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20191231;162010;R            ;  ;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00040;00040;0000001059
 ;20200109;122252;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001200
 ;20200109;161427;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00125;00125;0000001059
 ;20200131;122116;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20200131;162727;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00070;00070;0000001059
 ;20200213;185035;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20200214;072436;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00030;00030;0000001059
 ;20200217;185025;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20200218;074857;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00025;00025;0000001059
 ;20200222;122300;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001059
 ;20200222;122301;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00150;00150;0000001059
 ;20200423;174225;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00050;00050;0000001059
 ;20200512;182201;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20200513;080139;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00050;00050;0000001059
 ;20200528;155215;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00050;00050;0000001059
 ;20200609;184350;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20200610;070322;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00010;00010;0000001059
 ;20200617;073628;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00070;00070;0000001059
 ;20200617;184323;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20200715;184852;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20200716;080026;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00045;00045;0000001059
 ;20200722;090820;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00030;00030;0000001059
 ;20200723;120956;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00030;00030;0000001059
 ;20200905;163531;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00020;00020;0000001059
 ;20200907;120711;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20200921;172039;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00150;00150;0000001059
 ;20201021;184445;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20201022;071334;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00017;00017;0000001059
 ;20201112;120322;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00049;00049;0000001059
 ;20201119;153620;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00004;00004;0000001100
 ;20201201;182623;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20201202;084103;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00060;00060;0000001059
 ;20210104;184410;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20210105;081628;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00100;00100;0000001059
 ;20210105;110402;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001200
 ;20210105;161004;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00001;00001;0000001200
 ;20210105;161425;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001200
 ;20210204;144909;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00201;00201;0000001059
 ;20210324;175142;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20210325;083645;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00050;00050;0000001059
 ;20210325;121545;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20210325;154933;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00030;00030;0000001059
 ;20210403;160613;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00080;00080;0000001059
 ;20210421;184405;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20210422;081052;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00020;00020;0000001059
 ;20210430;184930;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20210503;073752;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00060;00060;0000001059
 ;20210512;183920;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20210513;083222;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00100;00100;0000001059
 ;20210605;084343;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00060;00060;0000001059
 ;20210609;183919;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20210610;080521;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00100;00100;0000001059
 ;20210706;092318;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00300;00300;0000001059
 ;20211022;090132;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00060;00060;0000001059
 ;20211116;182652;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20211117;080530;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00094;00094;0000001059
 ;20211130;121705;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00100;00100;0000001059
 ;20211206;121742;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20211206;171532;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00060;00060;0000001059
 ;20220103;183028;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00000;00000;0000001060
 ;20220104;164120;U            ;01;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00181;00181;0000001059
D;20190709;151136;0000000009388;  ;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00001;00001;0000001140
D;20201109;165837;0000000009388;  ;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00001;00001;0000001140
D;20211213;161950;0000000009388;  ;O;023853031    ;CEFAZOLINA TEVA*IM 1F 1G+F 4ML                              ;00001;00001;0000001140
